################################################################################
IN SEQ: 	 b'cops in republican senate office violently assault disabled protesters ; reports of serious injuries'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.044532243, 0.020627443, 3.2953973e-05, 2.408072e-06, 1.0462757e-05, 7.0151157e-07, 8.5202277e-07, 5.791991e-06, 6.9004113e-07, 8.6126164e-07, 6.7031846e-07, 7.6153367e-07, 6.995787e-06, 1.2651658e-06, 7.401254e-07, 4.67438e-05, 0.9805142, 0.9703845, 0.98084396, 0.000101587786, 6.0666036e-05, 1.3947262e-06, 1.0431446e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hillary clinton book tour coming to milwaukee , where she never campaigned'
GOLD SEQ: 	 b'hillary clinton book tour coming to milwaukee , where she never campaigned'
PRED SEQ:	 b'hillary clinton book tour to milwaukee , where she never campaigned'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00014994876, 1.3440852e-05, 2.3712204e-05, 2.5428619e-05, 0.86186516, 9.706449e-06, 0.0001578859, 1.2748102e-06, 4.2743713e-06, 1.4151008e-05, 0.006303943, 8.587461e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'couple on their honeymoon kidnap , rape a random woman ; naked shop ##lifting sp ##ree gets them busted'
GOLD SEQ: 	 b'couple on their honeymoon kidnap , rape a random woman ; naked shop ##lifting sp ##ree gets them busted'
PRED SEQ:	 b'couple on their honeymoon kidnap , rape a woman ; naked shop ##lifting sp ##ree gets them busted'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00039288058, 5.4194793e-06, 3.0851057e-05, 7.4110576e-05, 0.0020933384, 4.541555e-06, 0.002821137, 7.4816824e-05, 0.9177831, 0.0033623194, 1.1910509e-05, 0.0030423324, 3.5732533e-05, 4.681075e-05, 4.301893e-05, 7.897633e-05, 0.0005970775, 4.3001615e-05, 0.030678956]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'london islamic acid attacks : 5 victims attacked in 70 minutes [ video ]'
GOLD SEQ: 	 b'london islamic acid attacks : 5 victims attacked in 70 minutes [ video ]'
PRED SEQ:	 b'london islamic acid attacks : 5 civilians attacked in 70 minutes [ video ]'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00082707126, 0.047006264, 0.0011303934, 0.00010192643, 5.3203796e-05, 0.0018087751, 0.70761037, 0.037956294, 9.311674e-06, 2.1633017e-05, 2.7545933e-05, 3.744906e-05, 0.00024317189, 2.3286977e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['civilians']]
################################################################################
IN SEQ: 	 b'watch : what nancy pe ##los ##i says the go ##p budget will stir up'
GOLD SEQ: 	 b'watch : what nancy pe ##los ##i says the go ##p budget will stir up'
PRED SEQ:	 b'watch : what nancy pe ##los ##i the go ##p budget will stir up'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.024704449, 0.00043991755, 0.013331958, 0.0002162191, 3.211176e-05, 3.6353762e-05, 4.1738873e-05, 0.8594466, 0.00024540786, 0.0030569315, 0.0004392383, 0.00091310113, 0.014573673, 0.006147938, 0.00014806278]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump triumph : new jobs report just dropped and journalists are freaking out'
GOLD SEQ: 	 b'trump triumph : new jobs report just dropped and journalists are freaking out'
PRED SEQ:	 b'trump : new jobs report just dropped and journalists are freaking out'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0010618718, 0.9749879, 4.2146286e-05, 9.220269e-06, 5.0732947e-06, 1.4897878e-05, 4.6312907e-05, 5.737652e-06, 5.074872e-06, 0.0001340653, 4.1521518e-05, 0.0018381535, 0.00017766193]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'sha ##ria law is now forbidden by law in texas'
GOLD SEQ: 	 b'sha ##ria law is now forbidden by law in texas'
PRED SEQ:	 b'sha ##ria law is now forbidden by law in texas'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0776108, 0.04268713, 0.000739402, 0.0005064985, 0.3889796, 0.2125943, 0.00042832212, 0.0014655662, 0.0002923869, 0.008964969]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'president trump ##s tough border policy is so effective , its driving human smug ##glers desperate'
GOLD SEQ: 	 b'president trump ##s tough border policy is so effective , its driving human smug ##glers desperate'
PRED SEQ:	 b'president trump ##s border policy is so effective , its driving human smug ##glers desperate'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0041283886, 0.004352124, 0.011877176, 0.7514259, 1.7301852e-05, 3.398033e-05, 0.030001363, 0.015848082, 0.0015951459, 4.6905207e-06, 0.0034075659, 0.0022556337, 0.011790099, 0.0019047435, 0.0023017589, 0.033499997]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'damn ##ing list sk ##ew ##ers liberals hysterical h ##yp ##oc ##ris ##y over trump'
GOLD SEQ: 	 b'damn ##ing list sk ##ew ##ers liberals hysterical h ##yp ##oc ##ris ##y over trump'
PRED SEQ:	 b'damn ##ing list sk ##ew ##ers liberals h ##yp ##oc ##ris ##y over trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0006807551, 0.00052224373, 4.5144014e-05, 0.000117257194, 0.0001657248, 0.0006416658, 0.002748372, 0.84987116, 0.00015686864, 8.096941e-05, 7.476605e-05, 2.6965597e-05, 3.630844e-05, 9.134002e-06, 8.672297e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'cbs reporter : bill de b ##las ##io is like coward ##ly lion in the wizard of oz ( video )'
GOLD SEQ: 	 b'cbs reporter : bill de b ##las ##io is like coward ##ly lion in the wizard of oz ( video )'
PRED SEQ:	 b'cbs reporter : bill de b ##las ##io is like lion in the wizard of oz ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [5.7137935e-05, 6.476782e-05, 3.4066393e-06, 2.0449136e-06, 2.2030297e-06, 1.6666024e-06, 1.5384242e-06, 2.251961e-06, 0.08817862, 0.0044946466, 0.7360155, 0.9289238, 0.0021459432, 9.090785e-06, 1.1946875e-06, 9.87058e-07, 8.1494255e-07, 1.0721915e-06, 1.7430365e-06, 2.1676218e-05, 9.879103e-07]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : black hawk just went down in hawaii here ##s who happened to be on board'
GOLD SEQ: 	 b'breaking : black hawk just went down in hawaii here ##s who happened to be on board'
PRED SEQ:	 b'breaking : black hawk just went down in hawaii who happened to be on board'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00895041, 5.6964378e-05, 6.4663973e-06, 2.6654309e-06, 0.00027670636, 5.437961e-06, 3.9752078e-05, 9.003454e-06, 0.0011803292, 0.9372374, 0.95041835, 4.353713e-05, 6.766873e-05, 1.079996e-06, 1.4404606e-06, 1.6646804e-06, 2.9698305e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'ny magazine published its inc ##on ##ven ##ient interview with one of the worlds most famous climate scientists'
GOLD SEQ: 	 b'ny magazine published its inc ##on ##ven ##ient interview with one of the worlds most famous climate scientists'
PRED SEQ:	 b'ny magazine published its interview with one of the worlds most famous climate scientists'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.0246604e-06, 8.641198e-07, 9.0839654e-07, 4.622956e-06, 0.99976546, 0.9997458, 0.9996954, 0.99967813, 8.308962e-07, 7.500283e-07, 7.270376e-07, 6.2091596e-07, 6.8223153e-07, 3.4690156e-06, 1.383491e-06, 5.4185075e-06, 1.264658e-06, 1.0114161e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'pay ##back : president trump just said 4 words about don jr that will leave media speechless'
GOLD SEQ: 	 b'pay ##back : president trump just said 4 words about don jr that will leave media speechless'
PRED SEQ:	 b'pay ##back : president trump just said 4 words about don jr that will leave media speechless'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0626065, 0.124229826, 0.00043329227, 0.001407979, 8.440522e-05, 0.017765915, 8.795475e-05, 0.0012989338, 0.00035478675, 7.948192e-05, 0.00050653354, 4.6159297e-05, 0.0035345526, 0.4622001, 0.008670246, 0.14508905, 0.59819955]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'when this young lady stood up for president trump , leftist ##s took disgusting revenge'
GOLD SEQ: 	 b'when this young lady stood up for president trump , leftist ##s took disgusting revenge'
PRED SEQ:	 b'when this young lady stood up for president trump , leftist ##s took revenge'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.4450601e-06, 1.9690438e-06, 3.9060124e-06, 2.8421023e-06, 1.3974476e-06, 9.256242e-07, 8.348638e-07, 2.8673558e-06, 1.7336483e-06, 8.5690874e-07, 0.00059694744, 2.3343719e-05, 2.333258e-06, 0.99931645, 2.815637e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'james come ##ys disgusting secret is out after where he was just caught walking into last night'
GOLD SEQ: 	 b'james come ##ys disgusting secret is out after where he was just caught walking into last night'
PRED SEQ:	 b'james come ##ys secret is out after where he was just caught walking into last night'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [2.9488626e-06, 0.00018596546, 0.004259203, 0.99836594, 5.7128364e-06, 4.758282e-06, 2.5742067e-06, 2.3922053e-06, 1.8652956e-06, 1.9412364e-06, 1.0208652e-06, 9.1886495e-06, 1.613102e-06, 1.3501724e-06, 1.5573575e-06, 1.9016645e-06, 1.309632e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'kim ka ##rda ##shi ##an slammed over daughters dress ( photos )'
GOLD SEQ: 	 b'kim ka ##rda ##shi ##an slammed over daughters dress ( photos )'
PRED SEQ:	 b'kim ka ##rda ##shi ##an responded to death over daughters dress ( photos )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [4.936057e-06, 1.3643966e-06, 1.7813892e-06, 2.0418172e-06, 1.8191104e-06, 0.9975216, 0.005034909, 0.00017864206, 1.6055332e-05, 8.951348e-07, 2.0521459e-06, 8.2778945e-07]
GOLD TOK: 	 []
PRED TOK: 	 [['responded', 'to', 'death']]
################################################################################
IN SEQ: 	 b'call him her and her him : trump ad ##min continues with obama - era social engineering'
GOLD SEQ: 	 b'call him her and her him : trump ad ##min continues with obama - era social engineering'
PRED SEQ:	 b'call him her and her him : trump ad ##min continues with social engineering engineering'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0011402951, 0.006384109, 0.0018280839, 0.000103701415, 0.00380645, 0.0071622725, 8.704211e-05, 0.0002448383, 4.599206e-05, 2.5785957e-05, 0.00018399867, 5.243531e-06, 0.9706232, 0.9710552, 0.96745425, 3.8748763e-05, 2.2362445e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['engineering']]
################################################################################
IN SEQ: 	 b'bombs ##hell : anonymous twitter user white rabbit dump ##s 28 , 000 private hillary emails online'
GOLD SEQ: 	 b'bombs ##hell : anonymous twitter user white rabbit dump ##s 28 , 000 private hillary emails online'
PRED SEQ:	 b'bombs ##hell : anonymous twitter user white rabbit rabbit dump 28 , 000 private hillary emails'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [3.929841e-05, 0.00015020749, 3.2231835e-06, 0.00012791474, 6.7903807e-06, 6.7857395e-06, 0.00012630933, 0.0001672971, 0.99217063, 0.9916986, 4.146037e-06, 9.125356e-07, 2.6316359e-06, 0.000101412494, 5.8855356e-05, 2.8920174e-06, 3.4632574e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['rabbit']]
################################################################################
IN SEQ: 	 b'report : supreme court justice kennedy may retire , giving trump another appointment'
GOLD SEQ: 	 b'report : supreme court justice kennedy may retire , giving trump another appointment'
PRED SEQ:	 b'report : supreme court justice kennedy may retire , giving trump a appointment'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.076654315, 0.0004628422, 0.00022177132, 6.3771586e-05, 0.008482114, 0.0036993008, 0.03153155, 0.003974948, 8.730686e-06, 0.0104174735, 0.5456327, 0.024075799, 0.0030583004]
GOLD TOK: 	 []
PRED TOK: 	 [['a']]
################################################################################
IN SEQ: 	 b'om ##g : after cnn reporter called trump ##s immigration plan racist , watch all hell break loose'
GOLD SEQ: 	 b'om ##g : after cnn reporter called trump ##s immigration plan racist , watch all hell break loose'
PRED SEQ:	 b'om ##g : after cnn reporter called trump ##s immigration plan racist , watch all hell break loose'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1361689, 0.18644273, 0.0028627596, 0.033631075, 0.0087231025, 0.060930043, 0.078505464, 0.044541385, 0.02219345, 0.02042114, 0.05723043, 0.39940226, 4.2564418e-05, 0.00040657757, 0.00012096331, 0.00019869034, 2.6199334e-05, 9.298016e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'am i the only one who is losing faith in ##well ##ever ##yt ##hing ?'
GOLD SEQ: 	 b'am i the only one who is losing faith in ##well ##ever ##yt ##hing ?'
PRED SEQ:	 b'am i the only one who is losing faith in ##well ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0098069925, 0.013142949, 0.00012028308, 0.00035970373, 0.00014991414, 0.00021779805, 0.005185889, 0.0020051799, 0.0080641415, 0.036781307, 0.9350345, 0.9407164, 0.8503021, 0.91193867, 0.005524293]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'surprising lack of black lives matter outrage over death of black officer'
GOLD SEQ: 	 b'surprising lack of black lives matter outrage over death of black officer'
PRED SEQ:	 b'lack of black lives matter outrage over death of black officer'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.98312193, 0.00023763345, 3.9821216e-06, 7.3780507e-06, 2.6700052e-06, 7.517196e-05, 0.04696296, 3.0884497e-05, 6.534669e-05, 1.2159106e-06, 0.00015313251, 0.0006703895]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"every world leader stopped dead to its tracks after seeing ivan ##ka ' s latest outfit bed ##az ##z ##ling !"
GOLD SEQ: 	 b"every world leader stopped dead to its tracks after seeing ivan ##ka ' s latest outfit bed ##az ##z ##ling !"
PRED SEQ:	 b"every world leader stopped dead to its tracks after seeing ivan ##ka ' s latest outfit outfit may be"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0025872232, 0.00680378, 0.0020588916, 0.00427221, 0.0076602395, 8.6770124e-05, 0.0009006492, 0.00034865542, 7.702416e-05, 0.0002691387, 0.0018310378, 0.00027627745, 8.006227e-06, 1.3459002e-05, 0.00042409493, 0.008401069, 0.8808552, 0.91164815, 0.9201853, 0.8338353, 0.023877913]
GOLD TOK: 	 []
PRED TOK: 	 [['outfit', 'may', 'be']]
################################################################################
IN SEQ: 	 b'video : han ##nity trolls morning joe ; offers to pay for joe & mika ##s therapy sessions'
GOLD SEQ: 	 b'video : han ##nity trolls morning joe ; offers to pay for joe & mika ##s therapy sessions'
PRED SEQ:	 b'video : han ##nity morning joe ; offers to pay for joe & mika ##s therapy sessions'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.2909596e-06, 9.701874e-07, 1.6781205e-06, 3.9924826e-06, 0.99988925, 1.0654579e-06, 1.1516357e-06, 1.3838011e-06, 7.36166e-06, 7.063807e-07, 9.567497e-07, 6.6322775e-07, 1.1582124e-06, 9.787678e-07, 1.6730964e-06, 9.881958e-07, 2.4150038e-06, 9.0564754e-07]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'ag sessions announces largest medical fraud take ##down in american history'
GOLD SEQ: 	 b'ag sessions announces largest medical fraud take ##down in american history'
PRED SEQ:	 b'ag sessions announces largest medical fraud take ##down in american history'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.011154896, 0.0005418189, 0.45560804, 0.27812815, 0.009067368, 0.09813825, 0.011869619, 0.03460866, 0.00014595954, 0.019470869, 0.00021887744]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hillary just suddenly showed up where trump was and brought sick muslim surprise with her'
GOLD SEQ: 	 b'hillary just suddenly showed up where trump was and brought sick muslim surprise with her'
PRED SEQ:	 b'hillary just suddenly showed up where trump was and brought muslim surprise with her'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.4274458e-05, 3.2429536e-05, 0.00032915207, 3.3606764e-06, 1.3901675e-06, 1.4886934e-06, 4.28764e-06, 2.4746748e-06, 2.6671955e-06, 2.1066748e-05, 0.95007455, 0.005930018, 0.0005107708, 1.9208906e-06, 1.6439766e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'worse than target : major u . s . company ram ##ming transgender policies down our throat ##s'
GOLD SEQ: 	 b'worse than target : major u . s . company ram ##ming transgender policies down our throat ##s'
PRED SEQ:	 b'worse than target : major u . s . company ram policies down our throat ##s'
