################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
PRED DIST: 	 [-0.011772282, -0.11939335, -0.13217717, -0.019402534, 0.026401881, -0.078556605, -0.08895312, -0.09351556, -0.2222614, -0.10351333, 0.023400933, 0.030416522, 0.06875353, 0.088044286, -0.09235238, 0.030551314, -0.044787593, -0.18723959]
GOLD TOK: 	 [['ho', '##rri', '##fying']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'family forced to remove cross memorial of their mother as atheist ##s take stand'
GOLD SEQ: 	 b'family forced to remove cross memorial of their dead mother as atheist ##s take stand'
PRED SEQ:	 b'family forced to remove cross memorial of their mother as atheist ##s take stand'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.17433713, 0.33165506, 0.24623634, 0.3900115, 0.3547751, 0.29459238, 0.4426884, 0.30414683, 0.14419523, 0.31357107, -0.003434725, 0.036713943, 0.15556066, 0.00923194]
GOLD TOK: 	 [['dead']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'republicans should stick to their principles , even when dealing with california democrats'
GOLD SEQ: 	 b'republicans should stick to their principles , even when dealing with california democrats'
PRED SEQ:	 b'republicans to stick to their principles , even when dealing with california democrats'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0747734, 0.19894078, 0.17098418, -0.13017473, 0.103659175, 0.30581063, 0.37176505, 0.1061323, -0.12661123, 0.036559135, -0.2024135, 0.27270284, 0.07690392]
GOLD TOK: 	 []
PRED TOK: 	 [['to']]
################################################################################
IN SEQ: 	 b': the new york times just reported that trump was right about the war on statues'
GOLD SEQ: 	 b'wow : the new york times just admitted that trump was right about the war on statues'
PRED SEQ:	 b': the new york times reported that trump was right about the war on statues'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.23803337, 0.18435585, 0.4028648, 0.16950513, -0.02549854, 0.07307917, 0.14320342, 0.2189829, 0.22257493, 0.18528147, 0.22583252, 0.11203031, 0.2532796, 0.21449727, -0.026958184, 0.22457464]
GOLD TOK: 	 [['wow'], ['admitted']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'no shame : right after trump jr . released his emails , robert mueller did something disgusting'
GOLD SEQ: 	 b'no shame : right after trump jr . released his emails , robert mueller did something totally disgusting'
PRED SEQ:	 b'no shame : right after trump jr . released his emails , robert mueller did not what'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1637353, 0.31747824, 0.056696087, 0.7131473, 0.13322552, 0.419325, 0.31515712, 0.23246706, 0.34568727, 0.30270147, 0.026806373, 0.5157474, 0.55384785, 0.06638363, 0.19155818, 0.2852002, 0.20666991]
GOLD TOK: 	 [['totally']]
PRED TOK: 	 [['not', 'what']]
################################################################################
IN SEQ: 	 b'heritage foundations voter fraud database points to a campaign'
GOLD SEQ: 	 b'heritage foundations voter fraud database points to a problem'
PRED SEQ:	 b'heritage foundations voter fraud database points to a campaign'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [-0.12634388, -0.113890275, 0.0070319697, 0.047037404, 0.014456093, -0.11838964, -0.09656632, -0.21322495, -0.05687385]
GOLD TOK: 	 [['problem']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'ben carson tries to help baltimore , immediately gets welcome welcome'
GOLD SEQ: 	 b'ben carson tries to help baltimore , immediately gets sick ##ening welcome'
PRED SEQ:	 b'ben carson tries to help baltimore , immediately gets welcome'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.12800944, -0.0123315975, -0.0073805153, -0.17674837, 0.012378387, 0.15329243, 0.35211062, 0.028175205, -0.09941095, 0.13026503, 0.17914847]
GOLD TOK: 	 [['sick', '##ening']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chuck sc ##hum ##er to lowest approval rating ever in new york'
GOLD SEQ: 	 b'chuck sc ##hum ##er sinks to lowest approval rating ever in new york'
PRED SEQ:	 b'chuck sc ##hum ##er to lowest approval rating ever in new york'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.15791973, 0.3360141, 0.2693504, 0.37601483, 0.4181517, 0.36787984, 0.38099366, 0.19954744, 0.22162518, 0.12273399, 0.34422946, 0.24437328]
GOLD TOK: 	 [['sinks']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ video ] watch sick bill ma ##her make fun of a 9 year old boy for writing a letter to trump'
GOLD SEQ: 	 b'[ video ] watch sick bill ma ##her make fun of a 9 year old boy for writing a letter to trump'
PRED SEQ:	 b'[ video ] watch sick bill ma ##her make fun of a 9 year old boy for writing a letter to trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.09296018, -0.020248681, 0.0142150745, 0.1154862, 0.18143785, 0.33652145, 0.23551516, 0.280284, -0.061318383, -0.1298613, -0.08737461, 0.14471704, -0.10915011, 0.0051470324, -0.074286416, 0.027309801, 0.05169086, -0.002634801, 0.03480861, 0.030730285, 0.1556618, 0.105836205]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'fbi lawyer is under investigation over the leaking incident'
GOLD SEQ: 	 b'top fbi lawyer is under investigation over the leaking incident'
PRED SEQ:	 b'fbi lawyer is under investigation over the leaking incident'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.0229685, -0.096677944, -0.09504085, -0.08727804, -0.059009016, 0.021818265, 0.12182987, 0.10693946, 0.053851694]
GOLD TOK: 	 [['top']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'bombs ##hell : democrats busted intentionally using fake russian propaganda against trump , its democrats'
GOLD SEQ: 	 b'bombs ##hell : democrats busted intentionally using fake russian propaganda against trump , its bad'
PRED SEQ:	 b'bombs ##hell : democrats busted intentionally using fake russian propaganda against trump , its democrats'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [-0.0058376417, -0.02292544, -0.116904244, -0.13953623, -0.04314033, -0.08320533, -0.028352797, -0.15267226, -0.37918007, -0.16486165, -0.20548119, -0.2697093, -0.12449102, -0.41216093, -0.3549543]
GOLD TOK: 	 [['bad']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'just in : trump makes his move against hillary clinton'
GOLD SEQ: 	 b'just in : trump finally makes his move against hillary clinton'
PRED SEQ:	 b'just in : trump makes his move against hillary clinton'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12135216, -0.037356637, 0.00017664582, 0.24139762, 0.08938404, 0.31125826, 0.211918, 0.21330991, 0.1281426, 0.10202106]
GOLD TOK: 	 [['finally']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'harvey texas monday morning fe ##ma : citizens we need your help , this is a event !'
GOLD SEQ: 	 b'harvey texas monday morning fe ##ma : citizens we need your help , this is a landmark event !'
PRED SEQ:	 b'harvey texas monday morning film : citizens we need your help , this is a event !'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.12019044, 0.20511642, 0.0807848, 0.14026636, 0.13841182, -0.0023519099, 0.18888864, 0.030747242, -0.115225494, 0.28591204, -0.041369855, 0.17474404, 0.21933338, -0.16778061, -0.11314622, 0.09384872, -0.04847893, 0.0684177]
GOLD TOK: 	 [['landmark']]
PRED TOK: 	 [['film']]
################################################################################
IN SEQ: 	 b'hum ##a emails reveal transmission of classified info with clinton clinton foundation donors receiving special treatment'
GOLD SEQ: 	 b'hum ##a emails reveal transmission of classified info with clinton clinton foundation donors receiving special treatment'
PRED SEQ:	 b'hum ##a emails reveal transmission of classified info with clinton clinton foundation donors receiving special treatment of classified info with clinton clinton foundation donors special treatment'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.14140631, 0.26533303, 0.11451193, 0.25835407, 0.41192684, 0.28851703, 0.30498716, 0.020874962, 0.09269248, 0.21076396, 0.22455627, 0.12159314, 0.1776887, 0.34753498, 0.36905497, 0.2867496]
GOLD TOK: 	 []
PRED TOK: 	 [['of', 'classified', 'info', 'with', 'clinton', 'clinton', 'foundation', 'donors', 'special', 'treatment']]
################################################################################
IN SEQ: 	 b'maxi ##ne waters gets put in her place after president trump on the house floor'
GOLD SEQ: 	 b'maxi ##ne waters gets put in her place after mocking president trump on the house floor'
PRED SEQ:	 b'maxi ##ne waters gets put in her place after president trump on the house floor'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.076562986, 0.19097304, -0.0142814815, 0.13964586, 0.24103269, 0.01760447, 0.08610147, 0.24129295, -0.05100149, 0.16865695, -0.076916926, -0.12897062, -0.0064849555, -0.042371675, -0.06710097]
GOLD TOK: 	 [['mocking']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'u . s . senate sends trump final bill to san ##ction russia , putin re ##tal ##iate with bold move'
GOLD SEQ: 	 b'u . s . senate sends trump final bill to san ##ction russia , putin re ##tal ##iate ##s with bold move'
PRED SEQ:	 b'u . s . senate sends trump final bill to san ##ction russia , putin re ##tal ##iate with bold move'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.35115317, 0.34433484, 0.48398662, 0.5242307, 0.3536303, 0.46419847, 0.3682834, 0.41144195, 0.41819346, 0.3595181, 0.3844751, 0.053118832, 0.111538045, 0.6364342, 0.17562164, 0.25111702, 0.4617069, 0.40565413, 0.17697307, 0.25931612, 0.18097912]
GOLD TOK: 	 [['##s']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'president trump sum ##med up last nights victories with just 3 t ##wee ##ts with 3 t ##wee ##ts trump'
GOLD SEQ: 	 b'president trump sum ##med up last nights victories with just 3 awesome t ##wee ##ts'
PRED SEQ:	 b'president trump sum ##med up last nights victories with 3 t ##wee ##ts with 3 t ##wee ##ts'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
PRED DIST: 	 [0.09425475, -0.10395576, 0.013681769, -0.18441889, -0.1443394, 0.093141645, 0.2024701, 0.27372128, -0.16790326, 0.012877144, 0.076502904, -0.12525263, -0.10145957, -0.018616036, -0.15150884, -0.003518626, -0.069378614, 0.011060521, 0.15128572, 0.20521736]
GOLD TOK: 	 [['awesome']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'worlds sex ##iest fire ##fighter is gaining a online following'
GOLD SEQ: 	 b'worlds sex ##iest fire ##fighter is gaining a huge online following'
PRED SEQ:	 b'worlds'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.03445874, 0.24515653, 0.10722032, 0.12811996, -0.15714969, -0.23669134, 0.11404528, -0.116503134, -0.048848826, -0.06529841]
GOLD TOK: 	 [['huge']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : road rage ##r tries to take out biker biker gets last laugh'
GOLD SEQ: 	 b'watch : road rage ##r tries to take out biker biker gets last laugh'
PRED SEQ:	 b'watch : road rage ##r tries to take out biker biker ##s'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.036845013, -0.21200593, -0.19833185, -0.06838723, -0.18036096, -0.22570966, -0.3339191, -0.24122909, -0.3404604, -0.19854704, -0.1306119, -0.15819728, -0.017587364, -0.23092778]
GOLD TOK: 	 []
PRED TOK: 	 [['##s']]
################################################################################
IN SEQ: 	 b'kid rock released his campaign slogan'
GOLD SEQ: 	 b'kid rock just released his campaign slogan'
PRED SEQ:	 b'kid rock released his campaign'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.02668354, 0.2520977, 0.40934402, 0.34421378, 0.39603508, 0.26840398]
GOLD TOK: 	 [['just']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one of the biggest country in the world banned justin bi ##eber ! should the usa do the same ?'
GOLD SEQ: 	 b'one of the biggest country in the world banned justin bi ##eber ! should the usa do the same ?'
PRED SEQ:	 b'one of the biggest country in the world banned justin bi ##eber ! should the usa do the same ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2887196, 0.24045616, 0.46263632, 0.27952656, 0.27337995, 0.06697415, 0.2689912, 0.29440093, 0.3777835, 0.46171507, 0.46307436, 0.4003787, 0.30853352, 0.22842571, 0.3270015, 0.24760233, 0.39279, 0.5739366, 0.55445594, 0.26310372]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : snow ##fl ##ake ##es brand ##ish ##es communist flag at trump rally immediately regrets it'
GOLD SEQ: 	 b'watch : snow ##fl ##ake brand ##ish ##es communist flag at trump rally immediately regrets it'
PRED SEQ:	 b'watch : snow ##fl ##ake ##es brand ##ish ##es communist flag at trump rally immediately regrets it'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.106157355, 0.13591933, 0.09337834, 0.09277251, 0.14652634, 0.11679475, 0.22733401, 0.024731606, 0.047209516, 0.25126198, 0.24923515, 0.17585807, 0.2572244, 0.22857918, 0.17111553, 0.13967821, 0.17093833]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'roger stones response to mccain : karma about to get you , and you will burn in hell for all eternity'
GOLD SEQ: 	 b'roger stones cruel response to mccain : karma about to get you , and you will burn in hell for all eternity'
PRED SEQ:	 b'roger stones response to mccain : karma about to get you , and you will burn in hell for all eternity'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.14302918, 0.32550064, 0.3479878, 0.1687478, 0.2545942, 0.35474855, 0.23222184, 0.11256584, 0.32196182, 0.1225004, 0.14058283, 0.38454068, -0.030872956, -0.19469523, -0.20875005, 0.04449191, -0.31916052, -0.08905898, -0.43903172, -0.09313841, -0.17406246]
GOLD TOK: 	 [['cruel']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : old video surfaces where hillary admits to speaking with foreign leaders about stopping trump'
GOLD SEQ: 	 b'watch : old video surfaces where hillary admits to speaking with foreign leaders about stopping trump'
PRED SEQ:	 b'watch : old video surfaces where hillary admits to speaking with foreign leaders about stopping trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1902101, 0.22310701, 0.10441724, 0.17191306, 0.29015106, 0.27577364, 0.1863067, 0.14689659, 0.1693291, 0.25488034, 0.08293664, 0.13326615, 0.12792608, 0.10444949, 0.3018664, 0.28733656]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'democrats dec ##imated after bombs ##hell news , trump dos ##sier tied to hillary'
GOLD SEQ: 	 b'democrats dec ##imated after bombs ##hell news , fake trump dos ##sier tied to hillary'
PRED SEQ:	 b'democrats dec ##imated after news , trump dos ##sier tied to hillary'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.12601548, 0.12127141, 0.13290226, -0.03477718, 0.09239642, 0.11895305, -0.013209738, 0.4149668, -0.14545102, 0.124234, -0.0073477738, 0.0025295392, -0.005126089, -0.3141811]
GOLD TOK: 	 [['fake']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chris pratt credits jesus at teen choice awards [ video ]'
GOLD SEQ: 	 b'chris pratt credits jesus christ at teen choice awards [ video ]'
PRED SEQ:	 b'chris pratt has been accused of jesus at teen choice awards [ video ]'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2067037, 0.44475743, 0.5160537, 0.48686427, 0.580793, 0.706335, 0.45341915, 0.112050906, 0.26396257, 0.25155413, 0.32023665]
GOLD TOK: 	 [['christ']]
PRED TOK: 	 [['has', 'been', 'accused', 'of']]
################################################################################
IN SEQ: 	 b'not : after getting fired from fbi , james come ##y just got something insane'
GOLD SEQ: 	 b'not fair : right after getting fired from fbi , james come ##y just got something insane'
PRED SEQ:	 b'not : after getting fired from fbi , james come ##y just got something'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12546578, 0.0671823, 0.28099492, 0.26883066, 0.37150583, 0.117206275, 0.13847236, 0.52429056, 0.41261297, 0.31665888, 0.17657176, 0.34422678, 0.14549181, 0.12229285, 0.2357738]
GOLD TOK: 	 [['fair'], ['right']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'somali muslims take over small tennessee town forcing absolute terror on christians there'
GOLD SEQ: 	 b'somali muslims take over small tennessee town forcing absolute terror on terrified christians there'
