################################################################################
IN SEQ: 	 b'cops in republican senate office violently assault disabled protesters ; reports of serious injuries'
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hum ##a emails reveal transmission of classified info with clinton clinton foundation donors receiving special treatment'
GOLD SEQ: 	 b'hum ##a emails reveal transmission of classified info with clinton clinton foundation donors receiving special treatment'
PRED SEQ:	 b'hum ##a emails reveal transmission of classified info with clinton clinton foundation donors receiving special treatment of classified info with clinton clinton foundation donors special treatment'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12251056, 0.2118832, 0.09018794, 0.26405117, 0.3315599, 0.43622088, 0.23207745, 0.23112397, 0.27693924, 0.067160375, 0.23019333, 0.06534781, 0.096734025, 0.035132453, 0.42388356, 0.14324746]
GOLD TOK: 	 []
PRED TOK: 	 [['of', 'classified', 'info', 'with', 'clinton', 'clinton', 'foundation', 'donors', 'special', 'treatment']]
################################################################################
IN SEQ: 	 b'maxi ##ne waters gets put in her place after mocking president trump on the house floor'
GOLD SEQ: 	 b'maxi ##ne waters gets put in her place after mocking president trump on the house floor'
PRED SEQ:	 b'maxi ##ne waters gets put in her place after using president trump on the house floor'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.054560885, 0.2505201, 0.12405527, 0.18085009, 0.34211087, 0.35788158, 0.21069595, 0.1425799, 0.09295577, 0.15945235, 0.29790556, 0.32202813, 0.27088067, 0.6196183, 0.18439886, 0.4057372]
GOLD TOK: 	 []
PRED TOK: 	 [['using']]
################################################################################
IN SEQ: 	 b'u . s . senate sends trump final bill to san ##ction russia , putin re ##tal ##iate ##s with bold move'
GOLD SEQ: 	 b'u . s . senate sends trump final bill to san ##ction russia , putin re ##tal ##iate ##s with bold move'
PRED SEQ:	 b'u . s . senate sends trump final bill to san ##ction russia , putin re ##tal ##iate ##s with bold move'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.09124017, 0.052483305, -0.10696291, -0.20377904, -0.20245954, 0.021485996, -0.086740024, 0.060706086, 0.1742673, 0.08238581, 0.21231398, -0.09079841, 0.09258556, 0.060314104, 0.005966261, 0.36566067, 0.019116566, 0.26234192, 0.20076689, 0.37889543, 0.02740869, 0.059795015]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'president trump sum ##med up last nights victories with just 3 awesome t ##wee ##ts'
GOLD SEQ: 	 b'president trump sum ##med up last nights victories with just 3 awesome t ##wee ##ts'
PRED SEQ:	 b'president trump sum ##med up last nights victories with just 3 t ##wee ##ts'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.054611683, -0.023917668, 0.22192366, 0.23635879, 0.28621492, 0.008824587, 0.005014561, 0.07129574, 0.021769315, -0.17438719, 0.050595753, 0.12708732, 0.16688736, 0.21235332, 0.14633495]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'worlds sex ##iest fire ##fighter is gaining a huge online following'
GOLD SEQ: 	 b'worlds sex ##iest fire ##fighter is gaining a huge online following'
PRED SEQ:	 b'worlds'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12168785, 0.27504072, 0.303836, 0.2735276, 0.27153933, 0.086823456, 0.034669966, 0.14233117, 0.16099447, 0.20356196, 0.15781827]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : road rage ##r tries to take out biker biker gets last laugh'
GOLD SEQ: 	 b'watch : road rage ##r tries to take out biker biker gets last laugh'
PRED SEQ:	 b'watch : road rage ##r tries to take out biker biker ##s'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.25961325, 0.21137014, 0.19976531, 0.19672349, 0.31839404, -0.09347424, 0.08631584, -0.0008184612, 0.0868952, 0.3030144, 0.35742155, 0.14953837, 0.22730316, 0.31454653]
GOLD TOK: 	 []
PRED TOK: 	 [['##s']]
################################################################################
IN SEQ: 	 b'kid rock just released his campaign slogan'
GOLD SEQ: 	 b'kid rock just released his campaign slogan'
PRED SEQ:	 b'kid rock just released his campaign slogan'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1509315, 0.22564492, 0.16821796, 0.25570658, 0.11085225, 0.17708132, 0.18798794]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one of the biggest country in the world banned justin bi ##eber ! should the usa do the same ?'
GOLD SEQ: 	 b'one of the biggest country in the world banned justin bi ##eber ! should the usa do the same ?'
PRED SEQ:	 b'one of the biggest country in the world banned justin bi ##eber ! should the usa do the same ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.09637593, -0.045343786, 0.20913294, 0.05442013, 0.15511322, 0.14976963, 0.36906645, 0.32067725, 0.08731745, 0.09916769, 0.07117508, 0.17758542, -0.08559767, -0.124924585, 0.29476145, 0.10123534, 0.10232858, 0.43559378, 0.1981345, -0.0567605]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : snow ##fl ##ake brand ##ish ##es communist flag at trump rally immediately regrets it'
GOLD SEQ: 	 b'watch : snow ##fl ##ake brand ##ish ##es communist flag at trump rally immediately regrets it'
PRED SEQ:	 b'watch : snow ##fl ##ake brand ##ish ##es the communist flag at trump rally immediately regrets it'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.031330384, -0.057530515, -0.027566418, -0.19591871, 0.028109819, -0.17598087, -0.17659576, -0.10416606, 0.01025527, -0.018739708, -0.08220738, -0.14130151, -0.06481147, -0.041334227, 0.007493593, 0.12005572]
GOLD TOK: 	 []
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b'roger stones cruel response to mccain : karma about to get you , and you will burn in hell for all eternity'
GOLD SEQ: 	 b'roger stones cruel response to mccain : karma about to get you , and you will burn in hell for all eternity'
PRED SEQ:	 b'roger stones response to mccain : karma about to get you , and you will burn in hell for all eternity'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.10804576, 0.053970724, 0.05702244, 0.19947262, 0.009476572, 0.30150744, 0.2785926, 0.30453596, 0.30084175, 0.0464956, -0.2484922, -0.5005503, 0.11537151, -0.23549804, -0.30670172, 0.3704929, 0.18789937, 0.18227883, 0.31246662, 0.35773113, 0.18914905, 0.22753073]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : old video surfaces where hillary admits to speaking with foreign leaders about stopping trump'
GOLD SEQ: 	 b'watch : old video surfaces where hillary admits to speaking with foreign leaders about stopping trump'
PRED SEQ:	 b'watch : old video surfaces where hillary admits to speaking with foreign leaders about stopping trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.00033299625, 0.09416168, 0.14312527, 0.20353737, 0.10953358, 0.2996152, 0.06301641, 0.16008505, 0.19389424, 0.054909386, 0.12771076, 0.116602264, 0.12788546, 0.08834216, -0.08735427, -0.1503327]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'democrats dec ##imated after bombs ##hell news , fake trump dos ##sier tied to hillary'
GOLD SEQ: 	 b'democrats dec ##imated after bombs ##hell news , fake trump dos ##sier tied to hillary'
PRED SEQ:	 b'democrats dec ##imated after bombs ##hell news , fake trump dos ##sier tied to hillary'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.064186305, 0.29012063, 0.5273429, 0.36299524, -0.060688015, 0.22604844, -0.024358891, 0.20688325, 0.031112187, -0.047645777, 0.05319888, 0.1218463, -0.106573835, -0.01786454, -0.08361224]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chris pratt credits jesus christ at teen choice awards [ video ]'
GOLD SEQ: 	 b'chris pratt credits jesus christ at teen choice awards [ video ]'
PRED SEQ:	 b'chris pratt credits jesus of nazareth at teen choice awards [ video ]'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.025617838, 0.13892537, 0.057817243, 0.32570556, 0.33408117, 0.252062, 0.2191284, 0.17834134, 0.02393341, 0.07270302, 0.16194609, 0.13331899]
GOLD TOK: 	 []
PRED TOK: 	 [['of', 'nazareth']]
################################################################################
IN SEQ: 	 b'not fair : right after getting fired from fbi , james come ##y just got something insane'
GOLD SEQ: 	 b'not fair : right after getting fired from fbi , james come ##y just got something insane'
PRED SEQ:	 b'not fair : right after getting fired from fbi , james come ##y just got something'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.23248643, -0.17943197, -0.15173362, -0.10139532, -0.10989947, -0.14037216, -0.0535661, -0.057948947, -0.08895461, -0.11322121, 0.18021509, -0.049080342, -0.13749081, -0.025121763, 0.007926375, 0.07092538, -0.10519606]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'somali muslims take over small tennessee town forcing absolute terror on terrified christians there'
GOLD SEQ: 	 b'somali muslims take over small tennessee town forcing absolute terror on terrified christians there'
PRED SEQ:	 b'somali muslims take over small tennessee town forcing absolute terror on christians there'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.04193659, 0.50764024, 0.7365695, 0.4878734, 0.2453064, 0.37813923, 0.3983952, 0.57384455, 0.6570697, 0.7295191, 0.4253441, 0.37244347, 0.46898127, 0.32204396]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'video : polish crowd shouts epic chant as trump gets ready to speak'
GOLD SEQ: 	 b'video : polish crowd shouts epic chant as trump gets ready to speak'
PRED SEQ:	 b'video : polish crowd shouts chant as trump gets ready to speak'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.056315586, -0.04553815, -0.12313941, -0.0042097904, 0.14819434, 0.18433064, 0.1487927, 0.05210495, 0.07955456, 0.011840224, -0.050190814, -0.042401757, 0.020577192]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chicago gangs best ##ed as free samples plague city'
GOLD SEQ: 	 b'chicago gangs best ##ed as free samples plague city'
PRED SEQ:	 b'chicago gangs best ##ed as free samples'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.03596559, 0.3758571, 0.42239052, 0.3369549, 0.09498225, 0.4874468, 0.35104328, 0.35527056, 0.4827749]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'anderson cooper fires back following trump ##s explosive press conference [ video ]'
GOLD SEQ: 	 b'anderson cooper fires back following trump ##s explosive press conference [ video ]'
PRED SEQ:	 b'anderson cooper fires back following trump ##s press conference [ video ]'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.26304078, -0.12006287, -0.09288527, 0.21193773, 0.05366586, -0.3317317, -0.08200765, -0.03534282, -0.05909784, -0.032490015, -0.11890592, 0.106979, 0.14518782]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'satan ##ic monument was slated to be first on public property in us history . but fed - up city says no .'
GOLD SEQ: 	 b'satan ##ic monument was slated to be first on public property in us history . but fed - up city says no .'
PRED SEQ:	 b'satan ##ic monument was slated to be first on public property in us history . but city says no .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.123815596, 0.09637007, 0.14156006, 0.2670467, -0.028401375, 0.29008788, 0.408047, 0.34270614, 0.25608733, -0.0056566894, 0.19444712, 0.3098382, 0.013349049, 0.25235695, -0.17571998, -0.0313389, -0.072184935, -0.0016079247, 0.11258413, 0.09084718, 0.027255923, 0.09947325, -0.29325628]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hillary clinton book tour coming to milwaukee , where she never campaigned'
GOLD SEQ: 	 b'hillary clinton book tour coming to milwaukee , where she never campaigned'
PRED SEQ:	 b'hillary clinton book tour coming to milwaukee , where she never campaigned'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.095298305, 0.057704292, 0.38948137, 0.2823026, 0.30253118, 0.56925476, 0.03293728, 0.1579001, -0.12961313, 0.17335954, 0.30194312, 0.18226537]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'couple on their honeymoon kidnap , rape a random woman ; naked shop ##lifting sp ##ree gets them busted'
GOLD SEQ: 	 b'couple on their honeymoon kidnap , rape a random woman ; naked shop ##lifting sp ##ree gets them busted'
PRED SEQ:	 b'couple on their honeymoon kidnap , rape a woman ; naked shop ##lifting sp ##ree gets them busted'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.28581285, -0.06507277, -0.20241511, 0.2132096, 0.16503075, -0.06899674, 0.13161056, -0.006750211, -0.18233496, 0.14451008, -0.17028493, 0.03309854, 0.084850445, 0.13911287, 0.070144385, 0.04161024, 0.0067935437, -0.23225105, -0.31660715]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'london islamic acid attacks : 5 victims attacked in 70 minutes [ video ]'
GOLD SEQ: 	 b'london islamic acid attacks : 5 victims attacked in 70 minutes [ video ]'
PRED SEQ:	 b'london islamic acid attacks : 5 men attacked in 70 minutes [ video ]'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.24451521, 0.4792027, 0.4911762, 0.5624243, 0.17069212, 0.09817533, 0.24916206, 0.42430303, 0.33133885, 0.18801163, 0.32780814, 0.16084939, 0.30387717, 0.25006357]
GOLD TOK: 	 []
PRED TOK: 	 [['men']]
################################################################################
IN SEQ: 	 b'watch : what nancy pe ##los ##i says the go ##p budget will stir up'
GOLD SEQ: 	 b'watch : what nancy pe ##los ##i says the go ##p budget will stir up'
PRED SEQ:	 b'watch : what nancy pe ##los ##i claims that the go ##p budget will stir up'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.16614996, -0.00525029, -0.13047391, 0.004477283, 0.26181856, -0.06592533, 0.26523438, -0.1393411, 0.25882143, -0.21942456, -0.045606896, -0.19854715, -0.033115193, -0.2556132, -0.09669891]
GOLD TOK: 	 []
PRED TOK: 	 [['claims', 'that']]
################################################################################
IN SEQ: 	 b'trump triumph : new jobs report just dropped and journalists are freaking out'
GOLD SEQ: 	 b'trump triumph : new jobs report just dropped and journalists are freaking out'
PRED SEQ:	 b'trump album : new jobs report just dropped and journalists are freaking out'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07147573, 0.1884855, 0.009542637, 0.17303056, 0.11931449, -0.016343907, -0.002622664, 0.031253904, 0.13264537, 0.01482293, 0.20672877, 0.24670044, 0.21536201]
GOLD TOK: 	 []
PRED TOK: 	 [['album']]
################################################################################
IN SEQ: 	 b'sha ##ria law is now forbidden by law in texas'
GOLD SEQ: 	 b'sha ##ria law is now forbidden by law in texas'
PRED SEQ:	 b'sha ##ria law is often forbidden by law in texas'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.4489727, 0.43256038, 0.4031825, 0.404064, 0.5184902, 0.4194923, 0.3866074, 0.3724541, 0.36430493, 0.41034016]
GOLD TOK: 	 []
PRED TOK: 	 [['often']]
################################################################################
IN SEQ: 	 b'president trump ##s tough border policy is so effective , its driving human smug ##glers desperate'
GOLD SEQ: 	 b'president trump ##s tough border policy is so effective , its driving human smug ##glers desperate'
PRED SEQ:	 b'president trump ##s tough border policy is so effective , its driving human smug ##glers desperate'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.09156665, -0.29339957, -0.13326548, -0.10412101, 0.06474093, -0.046813417, -0.045278072, -0.21368547, 0.008275293, -0.011710823, -0.0012597218, 0.19550264, 0.35976237, 0.34065944, 0.22903346, 0.19784439]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'damn ##ing list sk ##ew ##ers liberals hysterical h ##yp ##oc ##ris ##y over trump'
GOLD SEQ: 	 b'damn ##ing list sk ##ew ##ers liberals hysterical h ##yp ##oc ##ris ##y over trump'
PRED SEQ:	 b'damn ##ing list sk ##ew ##ers liberals strong h ##yp ##oc ##ris ##y over trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.06708729, 0.1345827, 0.17181608, 0.1175134, -0.060582533, 0.083926775, 0.25237137, 0.23564328, 0.22815919, 0.19329777, 0.146419, 0.30657852, 0.19975738, 0.06824606, 0.18420146]
