################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
PRED DIST: 	 [0.00063311064, 5.4639175e-05, 1.6551427e-05, 2.3947932e-05, 1.6069312e-06, 1.37200295e-05, 1.0039175e-05, 0.0071236677, 1.9950378e-06, 0.88477796, 3.5280223e-06, 1.3831744e-06, 2.6083067e-06, 1.640132e-06, 1.8937159e-06, 3.9101533e-06, 1.1991277e-06, 1.827908e-06, 2.070807e-06, 0.11010241]
GOLD TOK: 	 [['awesome']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'worlds sex ##iest fire ##fighter is gaining a online following'
GOLD SEQ: 	 b'worlds sex ##iest fire ##fighter is gaining a huge online following'
PRED SEQ:	 b'worlds fire ##fighter is gaining a online following'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.23328571, 0.91951567, 0.9069525, 0.00010256906, 3.8000955e-05, 0.0087575745, 0.017704561, 5.254809e-05, 0.00020746152, 0.00017333063]
GOLD TOK: 	 [['huge']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : road rage ##r tries to take out biker biker gets last laugh'
GOLD SEQ: 	 b'watch : road rage ##r tries to take out biker biker gets last laugh'
PRED SEQ:	 b'watch : road rage ##r tries to take out biker biker gets last laugh'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0059958613, 0.0002365581, 0.0012283699, 0.004741672, 0.009719605, 0.034628067, 0.00021248155, 0.0036521568, 0.013872503, 0.43430996, 0.4150236, 0.13614802, 0.009988171, 0.0028472114]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'kid rock released his campaign slogan'
GOLD SEQ: 	 b'kid rock just released his campaign slogan'
PRED SEQ:	 b'kid rock released his campaign'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.28819832, 0.023609284, 0.0008715628, 0.0016206787, 0.01112473, 0.57278305]
GOLD TOK: 	 [['just']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one of the biggest country in the world banned justin bi ##eber ! should the usa do the same ?'
GOLD SEQ: 	 b'one of the biggest country in the world banned justin bi ##eber ! should the usa do the same ?'
PRED SEQ:	 b'one of the biggest country in the world banned justin bi ##eber ! should the usa do the same ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.05346126, 0.0008009261, 0.00031195366, 0.13298962, 0.03802402, 3.7258906e-05, 4.796733e-05, 0.022852292, 0.25074312, 0.00017170228, 1.814466e-05, 7.202774e-05, 0.042614166, 0.13053644, 0.011240961, 0.045025226, 0.003480567, 4.125203e-05, 0.0026083977, 0.011974812]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : snow ##fl ##ake ##es brand ##ish ##es communist flag at trump rally immediately regrets it'
GOLD SEQ: 	 b'watch : snow ##fl ##ake brand ##ish ##es communist flag at trump rally immediately regrets it'
PRED SEQ:	 b'watch : snow ##fl ##ake ##es brand ##ish ##es communist flag at trump rally immediately regrets it'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00011950988, 1.3810398e-05, 8.756678e-06, 5.020918e-06, 9.239404e-06, 6.631552e-05, 3.8678143e-05, 4.4674554e-05, 8.727999e-05, 0.90149444, 0.00015374554, 3.8843555e-06, 1.2284342e-05, 2.3423934e-05, 0.002514058, 0.00013361889, 0.00012518534]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'roger stones response to mccain : karma about to get you , and you will burn in hell for all eternity'
GOLD SEQ: 	 b'roger stones cruel response to mccain : karma about to get you , and you will burn in hell for all eternity'
PRED SEQ:	 b'roger stones response to mccain : karma about to get you , and you will burn in hell for all eternity'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.08110297, 0.29179204, 0.586369, 0.00013483969, 0.004042379, 0.0001572832, 0.00031881675, 0.00011131471, 2.555318e-05, 0.000480015, 0.00011642292, 2.144908e-05, 4.870877e-05, 0.00014597735, 0.000112425296, 0.0001241408, 3.9417842e-05, 0.0022787473, 3.2379347e-05, 5.7106558e-05, 7.0218506e-05]
GOLD TOK: 	 [['cruel']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : old video surfaces where hillary admits to speaking with foreign leaders about stopping trump'
GOLD SEQ: 	 b'watch : old video surfaces where hillary admits to speaking with foreign leaders about stopping trump'
PRED SEQ:	 b'watch : old video surfaces where hillary admits to speaking with foreign leaders about stopping trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0057869614, 8.355346e-05, 0.102529585, 0.001587825, 0.383214, 0.0006425207, 0.0036089246, 0.16025762, 3.1717325e-05, 0.00088313164, 3.954612e-05, 0.024822382, 0.0010871491, 0.0004934521, 0.0064404947, 0.0023840384]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'democrats dec ##imated after bombs ##hell news , trump dos ##sier tied to hillary'
GOLD SEQ: 	 b'democrats dec ##imated after bombs ##hell news , fake trump dos ##sier tied to hillary'
PRED SEQ:	 b'democrats dec ##imated after bombs , trump dos ##sier tied to hillary hillary'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00083820906, 0.053334117, 0.05072097, 0.00030841804, 0.8765083, 0.9055724, 0.0018571473, 1.0911191e-05, 0.00011158327, 0.0016581573, 0.00017320574, 0.00045597804, 5.173988e-06, 8.469659e-05]
GOLD TOK: 	 [['fake']]
PRED TOK: 	 [['hillary']]
################################################################################
IN SEQ: 	 b'chris pratt credits jesus at teen choice awards [ video ]'
GOLD SEQ: 	 b'chris pratt credits jesus christ at teen choice awards [ video ]'
PRED SEQ:	 b'chris pratt credits jesus at teen choice awards [ video ]'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.002213535, 0.046953402, 0.58499557, 0.2839233, 0.00015044026, 0.0003430608, 0.00027392744, 5.344014e-05, 0.0003870396, 0.0013691167, 5.1976545e-05]
GOLD TOK: 	 [['christ']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'not : after getting fired from fbi , james come ##y just got something insane'
GOLD SEQ: 	 b'not fair : right after getting fired from fbi , james come ##y just got something insane'
PRED SEQ:	 b'not : after getting fired from fbi , james come ##y just got something something over'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07917608, 0.0001205674, 9.740137e-06, 2.0687894e-05, 1.0203522e-05, 4.0383006e-06, 0.00021340333, 4.7592985e-06, 7.064735e-05, 0.004875066, 0.0014482655, 0.1511493, 0.048066776, 0.038063597, 0.73159367]
GOLD TOK: 	 [['fair'], ['right']]
PRED TOK: 	 [['something', 'over']]
################################################################################
IN SEQ: 	 b'somali muslims take over small tennessee town forcing absolute terror on christians there'
GOLD SEQ: 	 b'somali muslims take over small tennessee town forcing absolute terror on terrified christians there'
PRED SEQ:	 b'somali muslims take over small tennessee town forcing absolute on christians there'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.013537408, 0.010558182, 0.0019935938, 0.00023199101, 0.05084077, 0.021381572, 0.0054393318, 0.09472299, 0.31415117, 0.49206096, 0.0007993196, 0.0024497292, 0.0009879754]
GOLD TOK: 	 [['terrified']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'video : polish crowd shouts chant as trump gets ready to speak'
GOLD SEQ: 	 b'video : polish crowd shouts epic chant as trump gets ready to speak'
PRED SEQ:	 b'video : polish crowd shouts as trump gets ready to speak'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0033775335, 0.00013759716, 0.08025347, 0.005267884, 0.0898477, 0.750349, 0.00025748348, 0.008064363, 0.00030763337, 0.0001288462, 5.489667e-06, 0.00090052426]
GOLD TOK: 	 [['epic']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chicago gangs are characterized as free samples plague city'
GOLD SEQ: 	 b'chicago gangs best ##ed as free samples plague city'
PRED SEQ:	 b'chicago gangs are characterized as free samples plague'
GOLD DIST: 	 [0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.04158008, 0.112151526, 0.07617585, 0.2038776, 0.00038189086, 0.080260545, 0.050039336, 0.31230217, 0.034354173]
GOLD TOK: 	 [['best', '##ed']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'anderson cooper fires back following trump ##s press conference [ video ]'
GOLD SEQ: 	 b'anderson cooper fires back following trump ##s explosive press conference [ video ]'
PRED SEQ:	 b'anderson cooper fires following trump ##s press conference [ video ]'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.005067852, 0.0024436042, 0.44412732, 0.6890001, 0.011367023, 0.058195405, 0.0154661015, 0.00037546898, 5.0872408e-05, 0.004282521, 0.001920875, 7.558212e-05]
GOLD TOK: 	 [['explosive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'satan ##ic monument was slated to be first on public property in us history . but city says no .'
GOLD SEQ: 	 b'satan ##ic monument was slated to be first on public property in us history . but fed - up city says no .'
PRED SEQ:	 b'satan ##ist monument was slated to be first on public property in us history . but city says no .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.97412246, 0.96158713, 0.000929072, 3.878566e-05, 0.00021616675, 1.1594545e-06, 2.0083585e-06, 7.028898e-05, 9.906303e-07, 1.4304616e-06, 9.47422e-07, 1.6876199e-06, 8.190167e-05, 5.8584383e-06, 1.5645237e-06, 0.00027498615, 0.00016961651, 0.00029102303, 5.0974954e-06, 3.0678702e-06]
GOLD TOK: 	 [['fed', '-', 'up']]
PRED TOK: 	 [['##ist']]
################################################################################
IN SEQ: 	 b'hillary clinton book tour to milwaukee , where she never campaigned'
GOLD SEQ: 	 b'hillary clinton book tour coming to milwaukee , where she never campaigned'
PRED SEQ:	 b'hillary clinton book tour to milwaukee , where she campaigned'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.006706461, 0.0004057397, 0.0068156607, 0.0019815678, 0.00011879691, 0.0018298721, 3.5581725e-06, 3.8252743e-05, 0.0002774447, 0.8173825, 0.010721781]
GOLD TOK: 	 [['coming']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'couple on their honeymoon kidnap , rape a woman ; naked shop ##lifting sp ##ree gets them busted'
GOLD SEQ: 	 b'couple on their honeymoon kidnap , rape a random woman ; naked shop ##lifting sp ##ree gets them busted'
PRED SEQ:	 b'couple on their honeymoon kidnap , rape a woman ; naked shop ##lifting sp ##ree gets them busted'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.008122334, 2.9707542e-05, 0.000437951, 0.0019957265, 0.083393134, 4.086495e-05, 0.10718795, 0.0050260173, 0.14133053, 0.00013297166, 0.15935893, 0.0009538088, 0.0016152345, 0.0015311079, 0.002137601, 0.018539378, 0.0007870395, 0.37344804]
GOLD TOK: 	 [['random']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'london islamic acid attacks : 5 civilians attacked in 70 minutes [ video ]'
GOLD SEQ: 	 b'london islamic acid attacks : 5 victims attacked in 70 minutes [ video ]'
PRED SEQ:	 b'london islamic acid attacks : 5 civilians attacked in 70 minutes [ video'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0013970587, 0.19402319, 0.006626375, 0.00063249364, 0.00012181675, 0.009998757, 0.5251651, 0.20438941, 3.173142e-05, 5.786039e-05, 9.2032584e-05, 0.000111597525, 0.0010332357, 4.689055e-05]
GOLD TOK: 	 [['victims']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : what nancy pe ##los ##i the go ##p budget will stir up'
GOLD SEQ: 	 b'watch : what nancy pe ##los ##i says the go ##p budget will stir up'
PRED SEQ:	 b'watch : what nancy pe ##los ##i the go ##p budget will stir up'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.16809729, 0.0022339968, 0.05895436, 0.0023470505, 0.00035438073, 0.00029107244, 0.000514128, 0.06787335, 0.012805352, 0.0019057655, 0.018352104, 0.42369655, 0.025041012, 0.0005039366]
GOLD TOK: 	 [['says']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump : new jobs report just dropped and journalists are freaking out'
GOLD SEQ: 	 b'trump triumph : new jobs report just dropped and journalists are freaking out'
PRED SEQ:	 b'trump : new jobs report just dropped and journalists are dropped and journalists'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.03747564, 0.0014583041, 0.00027855686, 8.239464e-05, 0.00055169564, 0.005746102, 0.0002157325, 0.00016594936, 0.040728103, 0.004981991, 0.86854416, 0.51380247]
GOLD TOK: 	 [['triumph']]
PRED TOK: 	 [['dropped', 'and', 'journalists']]
################################################################################
IN SEQ: 	 b'sha ##ria law is now forbidden by law in texas'
GOLD SEQ: 	 b'sha ##ria law is now forbidden by law in texas'
PRED SEQ:	 b'sha ##ria law is now forbidden by law in texas'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07732597, 0.042524565, 0.000739402, 0.00051111804, 0.3889796, 0.2125943, 0.00042832212, 0.0014655662, 0.0002923869, 0.008917379]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'president trump ##s border policy is so effective , its driving human smug ##glers desperate'
GOLD SEQ: 	 b'president trump ##s tough border policy is so effective , its driving human smug ##glers desperate'
PRED SEQ:	 b'president trump ##s border policy is so effective , its driving human smug ##glers'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.008367894, 0.009888545, 0.010388868, 6.4837084e-05, 9.266558e-05, 0.09269608, 0.054699812, 0.0052829725, 1.4699327e-05, 0.021295175, 0.015378562, 0.08050144, 0.013885504, 0.01035432, 0.4098552]
GOLD TOK: 	 [['tough']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'damn ##ing list sk ##ew ##ers liberals h ##yp ##oc ##ris ##y over trump'
GOLD SEQ: 	 b'damn ##ing list sk ##ew ##ers liberals hysterical h ##yp ##oc ##ris ##y over trump'
PRED SEQ:	 b'damn ##ing list sk ##ew ##ers liberals over trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.25672388, 0.18543099, 0.003296598, 0.03827641, 0.042969257, 0.12767382, 0.1356798, 0.549601, 0.52000487, 0.54369557, 0.45114475, 0.5280327, 0.0015318561, 0.018165482]
GOLD TOK: 	 [['hysterical']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'cbs reporter : bill de b ##las ##io is like lion in the wizard of oz ( video )'
GOLD SEQ: 	 b'cbs reporter : bill de b ##las ##io is like coward ##ly lion in the wizard of oz ( video )'
PRED SEQ:	 b'cbs reporter : bill de b ##las ##io is like lion in the wizard of oz ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00031646856, 0.0007502596, 1.0062938e-05, 5.518268e-06, 7.354117e-06, 4.422697e-06, 3.667908e-06, 8.895626e-06, 0.68875366, 0.12744382, 0.32795417, 8.7945016e-05, 2.1804867e-06, 1.8184998e-06, 1.3944176e-06, 2.2590268e-06, 4.1684093e-06, 0.00014032857, 1.8079894e-06]
GOLD TOK: 	 [['coward', '##ly']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : black hawk just went down in hawaii who happened to be on board'
GOLD SEQ: 	 b'breaking : black hawk just went down in hawaii here ##s who happened to be on board'
PRED SEQ:	 b'breaking : black hawk went down in hawaii who happened to be on board'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.17172274, 0.00066773174, 0.0005202313, 7.8731944e-05, 0.5971583, 0.0068182237, 0.07051486, 0.0017967715, 0.13901936, 0.00059949956, 0.011817502, 6.2035942e-06, 2.1184522e-05, 6.140839e-05, 0.006211895]
GOLD TOK: 	 [['here', '##s']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'ny magazine published its interview with one of the worlds most famous climate scientists'
GOLD SEQ: 	 b'ny magazine published its inc ##on ##ven ##ient interview with one of the worlds most famous climate scientists'
PRED SEQ:	 b'ny magazine published its interview with one of the worlds most famous climate scientists published'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0012565737, 0.00046659872, 0.0022616521, 0.0043019806, 0.0003696331, 9.392476e-05, 0.00047851092, 3.2968303e-05, 0.00014684825, 0.08331295, 0.059483513, 0.71824455, 0.0018569141, 0.002944629]
GOLD TOK: 	 [['inc', '##on', '##ven', '##ient']]
PRED TOK: 	 [['published']]
################################################################################
IN SEQ: 	 b'pay ##back : president trump just said 4 words about don jr that will leave media speechless'
GOLD SEQ: 	 b'pay ##back : president trump just said 4 words about don jr that will leave media speechless'
PRED SEQ:	 b'pay ##back : president trump just said 4 words about don jr that will leave media speechless'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06229041, 0.12364367, 0.00043329227, 0.0014056305, 8.429542e-05, 0.017765915, 8.795475e-05, 0.0012989338, 0.00035478675, 7.948192e-05, 0.00050416676, 4.5839945e-05, 0.0034861513, 0.46554062, 0.008670246, 0.14564519, 0.5992676]
