################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
GOLD SEQ: 	 b'tucker carlson explains why islam ##op ##ho ##bia is a big fat lie'
PRED SEQ:	 b'tucker carlson explains why islam ##op ##ho ##bia is a big fat lie'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2726905, 0.10410133, 0.11019677, 0.11572479, 0.02241458, -0.12096837, -0.32959765, 0.058467112, 0.1476061, 0.15832596, 0.20234016, 0.19295731, 0.24772911]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'state of new jersey officially designate ##s anti ##fa as a militant organization'
GOLD SEQ: 	 b'state of new jersey officially designate ##s anti ##fa as a terrorist organization'
PRED SEQ:	 b'state of new jersey officially designate ##s anti ##fa as a terrorist organization'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
PRED DIST: 	 [0.19700357, 0.12194589, 0.09356564, 0.17056122, 0.14358008, 0.30118334, 0.16754566, 0.009235188, 0.026077949, 0.1509587, 0.12773302, 0.15114734, 0.25909042]
GOLD TOK: 	 [['terrorist']]
PRED TOK: 	 [['terrorist']]
################################################################################
IN SEQ: 	 b'li ##bs just hacked mel ##ania ##s private twitter pic ##s , attack her over what they saw'
GOLD SEQ: 	 b'disgusting li ##bs just hacked mel ##ania ##s private twitter pic ##s , attack her over what they saw'
PRED SEQ:	 b'li ##bs just hacked mel ##ania ##s private twitter pic ##s , attack her over what they saw'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.20107993, 0.065589055, 0.09904958, -0.013978459, -0.046488732, 0.083227396, 0.2240392, 0.011573315, 0.10790655, 0.20058164, 0.05964069, 0.30756974, 0.25762638, 0.5111228, 0.29925895, 0.46217358, 0.3571357, 0.42995328]
GOLD TOK: 	 [['disgusting']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'rice scared for her life over major dc scandal look what she just did to prevent being suicide ##d'
GOLD SEQ: 	 b'rice scared for her life over major dc scandal look what she just did to prevent being suicide ##d'
PRED SEQ:	 b'rice scared for her life over major dc scandal look what she just did to prevent being suicide ##d'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.30773813, 0.03751164, -0.22280157, -0.054543786, -0.019233398, -0.08424933, 0.19475615, 0.18417013, 0.17498207, 0.37878406, 0.13917053, 0.3375386, 0.24819721, 0.20684801, -0.122609526, 0.25638342, 0.15967222, 0.18095201, 0.3617386]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'busted : top hillary donor caught with dead male hooker on his property here ##s what we know'
GOLD SEQ: 	 b'busted : top hillary donor caught with dead male hooker on his property here ##s what we know'
PRED SEQ:	 b'busted : top hillary donor caught with dead male hooker on his property here ##s what we know'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2682867, -0.07163441, -0.09697315, -0.29424852, -0.13879621, -0.08798149, -0.2722181, -0.2615662, -0.3570895, -0.3796534, -0.18781188, -0.07249394, -0.11103153, 0.08351073, 0.25413805, 0.19007203, -0.032702446, 0.030682176]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'eighty percent off flame ##less candles means you can get them for under $ 2 each'
GOLD SEQ: 	 b'eighty percent off flame ##less candles means you can get them for under $ 2 each'
PRED SEQ:	 b'eighty percent off flame ##less candles means you can get them for under $ 2 each'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.566897, 0.32188484, 0.1463609, 0.19643247, 0.12820973, 0.27722165, 0.2893378, 0.259152, 0.25746754, 0.075655684, 0.347515, 0.21301347, 0.5078133, 0.48421988, 0.44034836, 0.5869017]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'alleged speech is free speech'
GOLD SEQ: 	 b'hate speech is free speech'
PRED SEQ:	 b'speech is free speech'
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.07615885, 0.056955963, -0.013224646, 0.009103179, 0.022245467]
GOLD TOK: 	 [['hate']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'mom arrested for stealing dia ##pers , but what the cop did next has everyone'
GOLD SEQ: 	 b'mom arrested for stealing dia ##pers , but what the cop did next has everyone speechless'
PRED SEQ:	 b'mom arrested for stealing dia ##pers , but what the cop did next has everyone'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.074469775, 0.30757087, 0.047083348, 0.021769814, -0.10645515, -0.10462308, 0.26256114, 0.17858142, 0.25681928, 0.3074386, 0.39267367, 0.4313892, 0.44974673, 0.14799872, 0.33710828]
GOLD TOK: 	 [['speechless']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : obama named in federal lawsuit for alleged'
GOLD SEQ: 	 b'breaking : obama named in federal lawsuit for murders he caused'
PRED SEQ:	 b'breaking : obama named in federal lawsuit for alleged breaking'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.042518824, -0.20757614, -0.3557312, 0.004459113, -0.2618169, -0.45883325, -0.29322755, -0.23972732, -0.17989689]
GOLD TOK: 	 [['murders', 'he', 'caused']]
PRED TOK: 	 [['breaking']]
################################################################################
IN SEQ: 	 b'as church membership drops , mark zu ##cker ##berg claims facebook can offer sense of purpose , community'
GOLD SEQ: 	 b'as church membership drops , mark zu ##cker ##berg says facebook can offer sense of purpose , community'
PRED SEQ:	 b'as church membership drops , mark zu ##cker ##berg says facebook can offer sense of purpose , community'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.35703284, 0.1307851, 0.24581312, 0.21792299, 0.46275732, 0.23196076, 0.032925367, 0.031205446, -0.018561453, 0.23632848, 0.34282565, 0.3144753, 0.27810138, 0.10712454, 0.0054468215, 0.26820168, 0.2435027, 0.3291133]
GOLD TOK: 	 [['says']]
PRED TOK: 	 [['says']]
################################################################################
IN SEQ: 	 b'cnn jim ac ##osta has public melt ##down after trump re ##ears him during interview [ watch ]'
GOLD SEQ: 	 b'cnn jim ac ##osta has public melt ##down after trump sm ##ears him during interview [ watch ]'
PRED SEQ:	 b'cnn jim ac ##osta has public melt ##down after trump re ##ears him during interview [ watch ]'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.40680805, 0.24801737, 0.21397859, 0.07449473, 0.19920813, 0.14421643, 0.16358247, 0.03935334, 0.17031126, 0.36859658, 0.4000737, 0.2699269, 0.4755913, 0.28859332, 0.48318046, 0.40769383, 0.4735269, 0.46298608]
GOLD TOK: 	 [['sm']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'flight attendant says her new american airlines uniform is literally making her sick'
GOLD SEQ: 	 b'flight attendant says her new american airlines uniform is literally making her sick'
PRED SEQ:	 b'flight attendant says her new american airlines uniform is literally making her sick'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.053687353, 0.1283563, 0.0721418, 0.23953988, 0.2241086, 0.11592531, 0.026536062, 0.22170696, 0.27351493, 0.18008125, 0.2042238, 0.3275915, 0.178837]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ audio ] trump throws sessions under the bus , says he regrets hiring him ; sessions responds to trump !'
GOLD SEQ: 	 b'[ audio ] trump throws sessions under the bus , says he regrets hiring him ; sessions responds to trump !'
PRED SEQ:	 b'[ audio ] trump throws sessions under the bus , says he regrets hiring him ; sessions responds to trump !'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.26294148, 0.15020712, 0.027617157, 0.015190009, 0.20160282, 0.04090637, 0.17875022, 0.23433103, 0.26149207, 0.3371696, 0.17450081, 0.38579786, 0.28170174, 0.22623152, 0.35687923, -0.10823868, 0.08972188, 0.14620014, 0.20848106, 0.28360942, 0.29276237]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'aid worker takes isis gunfire head on to rescue little girl [ video ]'
GOLD SEQ: 	 b'aid worker takes isis gunfire head on to rescue little girl [ video ]'
PRED SEQ:	 b'aid worker takes isis gunfire head on to rescue little girl [ video ]'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.036197126, -0.17616521, -0.12985155, -0.29182422, -0.17983297, -0.058582515, -0.252487, -0.1893343, -0.12483987, -0.009770513, 0.01052621, -0.11397997, 0.085060075, -0.026914477]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'victory : donald trump has struck the ultimate jobs deal obama could only dream of'
GOLD SEQ: 	 b'victory : donald trump just struck the ultimate jobs deal obama could only dream of'
PRED SEQ:	 b'victory : donald trump has struck the ultimate jobs deal obama could be dream of'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5528563, -0.03859312, -0.041752566, -0.027716849, 0.106082365, 0.13709074, 0.2678724, 0.06912528, -0.02427663, 0.24657278, 0.15988663, 0.22609931, 0.12628461, 0.13130474, 0.29600292]
GOLD TOK: 	 [['just']]
PRED TOK: 	 [['be']]
################################################################################
IN SEQ: 	 b'red ##dit ##or notices what trump declined to wear to g ##20 summit , photo instantly goes viral'
GOLD SEQ: 	 b'red ##dit ##or notices what trump refused to wear to g ##20 summit , photo instantly goes viral'
PRED SEQ:	 b'red ##dit ##or notices what trump declined to wear to g ##20 summit , photo instantly goes viral'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3610585, 0.2790903, 0.23252566, 0.2700883, 0.40680572, 0.23875858, 0.3419901, 0.51026857, 0.38547918, 0.27596885, 0.30615035, 0.41546124, 0.4208809, 0.35263377, 0.5463991, 0.3750576, 0.32138503, 0.29051977]
GOLD TOK: 	 [['refused']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : mob of angry mom ##s gives justice to man who raped & killed 8 - year - old girl'
GOLD SEQ: 	 b'watch : mob of angry mom ##s gives brutal justice to man who raped & killed 8 - year - old girl'
PRED SEQ:	 b'watch : mob of angry'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5426272, 0.10527767, 0.30579802, 0.1931301, 0.21382813, 0.24785595, 0.14539376, 0.32553846, 0.3586988, 0.12209755, 0.39578414, 0.0979103, 0.2039791, -0.08294442, 0.12732397, 0.45409194, 0.014082879, 0.41172296, -0.058186635, 0.25465035, 0.36557528]
GOLD TOK: 	 [['brutal']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'in what may be the most famous political ad ever , virginia candidate for governor vows to legal ##ize fireworks'
GOLD SEQ: 	 b'in what may be the best political ad ever , virginia candidate for governor vows to legal ##ize fireworks'
PRED SEQ:	 b'in what may be the most famous political ad ever , virginia candidate for governor vows to legal ##ize fireworks'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.57556856, 0.30217493, 0.30493945, 0.4372595, 0.43270472, 0.18638417, 0.22952706, 0.53647184, 0.35856, 0.43743974, 0.42131138, 0.3139007, 0.4779775, 0.2338211, 0.4233837, 0.29697278, 0.44315678, 0.44068587, 0.40538496, 0.43215257]
GOLD TOK: 	 [['best']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'cnn ##s jeffrey too ##bin says sc ##ot ##us decision was more of a win for trump and explains why'
GOLD SEQ: 	 b'cnn ##s jeffrey too ##bin says sc ##ot ##us decision was more of a win for trump and explains why'
PRED SEQ:	 b'cnn ##s jeffrey too ##bin says sc ##ot ##us decision was more of a win for trump and explains why'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.26622343, 0.20967573, 0.22538309, 0.24240658, 0.07344124, 0.18199307, 0.073136315, -0.16585942, -0.04252319, 0.15990378, 0.029662028, -0.09442592, -0.10964891, -0.014880955, 0.12693566, -0.0007607639, 0.04700327, -0.027800262, 0.0695342, 0.035462707]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'kid rock is'
GOLD SEQ: 	 b'kid rock is sad ##dling up for senate run'
PRED SEQ:	 b'kid rock is'
GOLD DIST: 	 [0.0, 0.0, 0.0]
PRED DIST: 	 [-0.2415635, -0.020280778, -0.19929239]
GOLD TOK: 	 [['sad', '##dling', 'up', 'for', 'senate', 'run']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the media go into attack mode over the moment in poland that everyone ##s talking about'
GOLD SEQ: 	 b'the media go into attack mode over awkward moment in poland that everyone ##s talking about'
PRED SEQ:	 b'the media go into attack mode over the moment in poland that everyone ##s talking about'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.43376237, 0.33191353, 0.62639534, 0.5301476, 0.4260247, 0.44792628, 0.36107668, 0.3410346, 0.48964462, 0.23259741, 0.41100094, 0.28083196, 0.49689218, 0.36635762, 0.4699059, 0.5690861]
GOLD TOK: 	 [['awkward']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'neil ca ##vu ##to rec ##ites a long list of radical leftist violence the media ignores [ video ]'
GOLD SEQ: 	 b'neil ca ##vu ##to rec ##ites a long list of radical leftist violence the h ##yp ##oc ##rit ##ical media ignores [ video ]'
PRED SEQ:	 b'neil ca ##vu ##to rec ##ites a long list of leftist violence the media ignores [ video ]'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.44708836, 0.24322695, 0.202528, 0.26091707, 0.43455076, 0.27305877, 0.37093085, 0.25170594, 0.50113666, 0.2774699, 0.3791517, 0.3446446, 0.38765755, 0.25404495, 0.34719437, 0.35278517, 0.26314408, 0.71302617, 0.51485]
GOLD TOK: 	 [['h', '##yp', '##oc', '##rit', '##ical']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : anthony scar ##am ##ucci spins hard to explain trump ##s attacks on sessions'
GOLD SEQ: 	 b'watch : anthony scar ##am ##ucci spins hard to explain trump ##s attacks on sessions'
PRED SEQ:	 b'watch : anthony scar ##am ##ucci spins hard to explain trump ##s attacks on sessions'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.26872897, 0.12989412, 0.25968543, 0.30452365, 0.03985499, 0.20545901, 0.22766657, 0.24549338, 0.0748671, 0.24240084, 0.074064985, 0.11495599, 0.08474365, 0.034515485, 0.22366875]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'see it : bad ##ass sign pops up in texas overnight , 2 words leave trump -'
GOLD SEQ: 	 b'see it : bad ##ass sign pops up in texas overnight , 2 words leave trump - hate ##rs liv ##id'
PRED SEQ:	 b'see it : sign pops up in texas overnight , 2 words leave trump -'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.31629086, 0.31255785, -0.10019687, 0.20737597, 0.2227412, 0.44283333, 0.12574786, 0.12207774, 0.087589055, 0.21572417, 0.24865904, 0.4755781, 0.15678212, 0.31976676, 0.2960888, 0.14388312, 0.161203]
GOLD TOK: 	 [['hate', '##rs', 'liv', '##id']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'tr ##udeau says all canadians are paying k ##had ##rs compensation'
GOLD SEQ: 	 b'tr ##udeau says all canadians are paying k ##had ##rs compensation'
PRED SEQ:	 b'tr ##udeau says all canadians are paying k ##had ##rs compensation'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1542147, -0.11880427, -0.037888296, 0.018683992, -0.029955126, -0.0028419718, -0.1018911, -0.018415071, -0.15342678, -0.21301876, 0.096402906]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hollywood celebrity cher ##d mel ##ania and barron trump'
GOLD SEQ: 	 b'hollywood celebrity cher insulted mel ##ania and barron trump'
PRED SEQ:	 b'hollywood celebrity cher ##d mel ##ania and barron trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.06548308, -0.015147597, 0.109074876, 0.10967813, -0.0154328495, 0.065201126, -0.023500979, 0.1321377, 0.036679313]
GOLD TOK: 	 [['insulted']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'african en ##sl ##ave ##ment of whites was so bad , americas first war was over it .'
GOLD SEQ: 	 b'african en ##sl ##ave ##ment of whites was so bad , americas first war was over it .'
PRED SEQ:	 b'african en ##sl ##ave ##ment of whites was so bad , americas first war was over it .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.14953506, -0.26034895, -0.5273519, -0.3815679, -0.2783469, -0.2935509, -0.27215713, -0.16947135, -0.15909971, 0.013538912, 0.06905779, -0.30795425, -0.104403794, 0.068859816, -0.010230392, 0.34243447, 0.07879573, -0.24588943]
